ACTION_NAME,ID_FECHA,CLICKED,HOMBRE,MUJER,SEXO,GENERO,GENERO_bien,error,HA_COMPRADO,compra_coincide,COINCIDE_CLICK_COMPRA,clientes,compras
IA,2025-02-13,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,184.0884
IA,2025-02-13,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,3,82.9500
IA,2025-02-13,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,19,1407.8922
IA,2025-02-13,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,65.9735
IA,2025-02-13,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,9,812.2019
IA,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,1,55.3406
IA,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,319,30445.1040
IA,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,17,1061.5936
IA,2025-02-14,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,23,940.1229
IA,2025-02-14,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,544,46532.3862
IA,2025-02-14,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,4,188.2141
IA,2025-02-14,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,48,4719.3856
IA,2025-02-14,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,2,243.6097
IA,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,22,872.8158
IA,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,314,28166.3555
IA,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,61.8132
IA,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,22,2332.7425
IA,2025-02-14,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,105,4072.4140
IA,2025-02-14,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1254,112688.5461
IA,2025-02-14,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,55.9700
IA,2025-02-14,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,50,3570.5271
IA,2025-02-14,0,0.0,1.0,4,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,70.7367
IA,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,1,59.5000
IA,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,5,363.7100
IA,2025-02-14,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,1,38.9500
IA,2025-02-14,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,7,370.0448
IA,2025-02-14,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,12,1438.1619
IA,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,5,150.2615
IA,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,65,6780.2702
IA,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,6,533.3510
IA,2025-02-14,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,16,588.7592
IA,2025-02-14,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,223,21375.7769
IA,2025-02-14,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,4,219.9563
IA,2025-02-14,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,39,3887.6251
IA,2025-02-14,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,3,131.6100
IA,2025-02-14,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,28,1815.0637
IA,2025-02-14,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,7,231.8801
IA,2025-02-14,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,59,5338.8884
IA,2025-02-14,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,6,766.3909
IA,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,4,126.0424
IA,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,48,4992.7078
IA,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,104.2349
IA,2025-02-14,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,20,819.9465
IA,2025-02-14,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,186,15650.2584
IA,2025-02-14,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,9,408.4727
IA,2025-02-14,1,0.0,1.0,3,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,84.5000
IA,2025-02-14,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,2,139.4700
IA,2025-02-14,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,57.7932
IA,2025-02-14,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,14,813.7670
IA,2025-02-14,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,1,67.9600
IA,2025-02-14,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,1,45.4700
IA,2025-02-14,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,47,3984.1205
IA,2025-02-14,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,10,1008.0208
IA,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,3,130.0487
IA,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,216,23359.4571
IA,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,8,1161.7900
IA,2025-02-15,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,24,1373.4612
IA,2025-02-15,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,528,47431.7682
IA,2025-02-15,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,2,64.9500
IA,2025-02-15,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,53,4359.2435
IA,2025-02-15,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,1,154.4800
IA,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,13,505.2935
IA,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,251,21305.0560
IA,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,14.9700
IA,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,15,1329.4256
IA,2025-02-15,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,52,2317.1947
IA,2025-02-15,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,967,90372.4971
IA,2025-02-15,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,184.0200
IA,2025-02-15,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,41,3452.4378
IA,2025-02-15,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,6,682.4800
IA,2025-02-15,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,44.9800
IA,2025-02-15,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,coincide,no coincide,1,14.3800
IA,2025-02-15,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,11,1252.7700
IA,2025-02-15,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,4,171.0871
IA,2025-02-15,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,12,873.8900
IA,2025-02-15,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,43,4285.3304
IA,2025-02-15,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,5,232.9800
IA,2025-02-15,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,7,320.2814
IA,2025-02-15,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,186,19836.2260
IA,2025-02-15,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,63.1811
IA,2025-02-15,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,35,3597.0239
IA,2025-02-15,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,1,119.0000
IA,2025-02-15,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,17,1698.8186
IA,2025-02-15,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,2,60.9300
IA,2025-02-15,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,5,230.2100
IA,2025-02-15,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,41,3885.2493
IA,2025-02-15,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,1,14.9750
IA,2025-02-15,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,3,163.4200
IA,2025-02-15,1,0.0,0.0,3,NS/NC,NS/NC,0,ha comprado,coincide,no coincide,1,31.4900
IA,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,81.4800
IA,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,21,1591.8449
IA,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,212.6000
IA,2025-02-15,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,10,408.6800
IA,2025-02-15,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,146,12617.2081
IA,2025-02-15,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,4,279.1700
IA,2025-02-15,1,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,31.9800
IA,2025-02-15,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,2,61.9400
IA,2025-02-15,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,4,189.5900
IA,2025-02-15,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,6,806.0105
IA,2025-02-15,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,40,3938.2233
IA,2025-02-15,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,49.9400
IA,2025-02-15,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,6,522.8900
IA,2025-02-16,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,3,138.5887
IA,2025-02-16,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,250,25320.6460
IA,2025-02-16,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,8,1177.6775
IA,2025-02-16,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,14,710.2936
IA,2025-02-16,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,414,36259.0804
IA,2025-02-16,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,1,64.9393
IA,2025-02-16,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,44,4104.1463
IA,2025-02-16,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,11,567.1874
IA,2025-02-16,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,233,26395.2763
IA,2025-02-16,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,16,1571.8920
IA,2025-02-16,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,56,2240.0621
IA,2025-02-16,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,885,88476.8764
IA,2025-02-16,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,64.9500
IA,2025-02-16,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,36,2843.6944
IA,2025-02-16,0,0.0,1.0,4,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,189.0000
IA,2025-02-16,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,1,24.9700
IA,2025-02-16,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,7,516.6485
IA,2025-02-16,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,4,373.4205
IA,2025-02-16,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,4,222.2115
IA,2025-02-16,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,18,1629.1017
IA,2025-02-16,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,80.4400
IA,2025-02-16,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,35,3571.0289
IA,2025-02-16,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,157.4128
IA,2025-02-16,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,5,279.2524
IA,2025-02-16,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,160,14942.4179
IA,2025-02-16,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,6,169.0800
IA,2025-02-16,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,28,2662.5795
IA,2025-02-16,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,9,845.1080
IA,2025-02-16,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,5,232.4300
IA,2025-02-16,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,34,2444.2719
IA,2025-02-16,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,1,85.3534
IA,2025-02-16,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,3,230.9856
IA,2025-02-16,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,24,1853.1475
IA,2025-02-16,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,3,276.4600
IA,2025-02-16,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,16,538.8500
IA,2025-02-16,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,130,10334.1596
IA,2025-02-16,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,199.8126
IA,2025-02-16,1,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,46.3800
IA,2025-02-16,1,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,49.9700
IA,2025-02-16,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,1,49.9400
IA,2025-02-16,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,2,259.8300
IA,2025-02-16,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,141.6211
IA,2025-02-16,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,7,595.6853
IA,2025-02-16,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,27,2387.4317
IA,2025-02-16,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,5,304.3500
IA,2025-02-17,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,2,72.5000
IA,2025-02-17,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,102,8758.8370
IA,2025-02-17,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,2,71.5792
IA,2025-02-17,0,0.0,0.0,1,HOMBRE,MUJER,1,ha comprado,no coincide,no coincide,4,395.1900
IA,2025-02-17,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,10,397.5361
IA,2025-02-17,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,241,19317.9220
IA,2025-02-17,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,1,49.9400
IA,2025-02-17,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,21,2486.7900
IA,2025-02-17,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,3,180.9556
IA,2025-02-17,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,87,7649.7407
IA,2025-02-17,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,6,764.0300
IA,2025-02-17,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,13,452.9800
IA,2025-02-17,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,301,26516.5117
IA,2025-02-17,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,11,812.0080
IA,2025-02-17,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,2,222.9282
IA,2025-02-17,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,6,489.3100
IA,2025-02-17,0,1.0,0.0,4,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,185.7000
IA,2025-02-17,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,10,1249.5016
IA,2025-02-17,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,2,166.7300
IA,2025-02-17,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,67,5536.8550
IA,2025-02-17,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,99.9500
IA,2025-02-17,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,5,425.2900
IA,2025-02-17,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,7,819.7551
IA,2025-02-17,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,29.9700
IA,2025-02-17,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,13,1434.3679
IA,2025-02-17,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,1,59.5000
IA,2025-02-17,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,14.9700
IA,2025-02-17,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,8,679.9881
IA,2025-02-17,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,148.0100
IA,2025-02-17,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,4,96.3600
IA,2025-02-17,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,45,3188.2264
IA,2025-02-17,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,2,224.5600
IA,2025-02-17,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,11.9700
IA,2025-02-17,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,400.7508
IA,2025-02-17,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,1,10.0800
IA,2025-02-17,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,6,184.6072
IA,2025-02-17,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,3,245.3660
IA,2025-02-18,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,12,1417.2241
IA,2025-02-18,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,47.9700
IA,2025-02-18,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,14,923.9028
IA,2025-02-18,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,1,23.9800
IA,2025-02-18,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,60.5589
IA,2025-02-18,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,4,334.9677
IA,2025-02-18,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,20,3073.4123
IA,2025-02-18,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,111.6000
IA,2025-02-18,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,1,50.3700
IA,2025-02-18,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,30.5434
IA,2025-02-18,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,170.4844
IA,2025-02-18,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,1,56.7286
IA,2025-02-18,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,1,14.9700
IA,2025-02-18,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,1,110.0400
