ACTION_NAME,ID_FECHA,CLICKED,HOMBRE,MUJER,SEXO,GENERO,GENERO_bien,error,HA_COMPRADO,compra_coincide,COINCIDE_CLICK_COMPRA,clientes,compras
BESTSELLERS,0,0,0.0,0.0,0,HOMBRE,NS/NC,1,no ha comprado,no coincide,no coincide,227975,0
BESTSELLERS,0,0,0.0,0.0,0,HOMBRE,NS/NC,1,no ha comprado,no coincide,no coincide,12688,0
BESTSELLERS,0,0,0.0,0.0,1,HOMBRE,MUJER,1,no ha comprado,no coincide,no coincide,5,0
BESTSELLERS,0,0,0.0,0.0,1,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,511178,0
BESTSELLERS,0,0,0.0,0.0,2,NS/NC,HOMBRE,1,no ha comprado,no coincide,no coincide,57669,0
BESTSELLERS,0,0,0.0,0.0,3,NS/NC,NS/NC,0,no ha comprado,no coincide,no coincide,335,0
BESTSELLERS,0,0,0.0,0.0,4,NS/NC,NS/NC,0,no ha comprado,no coincide,no coincide,568,0
BESTSELLERS,0,0,0.0,1.0,0,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,48753,0
BESTSELLERS,0,0,0.0,1.0,0,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,2234,0
BESTSELLERS,0,0,0.0,1.0,1,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,162943,0
BESTSELLERS,0,0,0.0,1.0,2,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,11200,0
BESTSELLERS,0,0,0.0,1.0,3,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,128,0
BESTSELLERS,0,0,0.0,1.0,4,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,246,0
BESTSELLERS,0,0,1.0,0.0,0,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,1463,0
BESTSELLERS,0,0,1.0,0.0,0,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,64,0
BESTSELLERS,0,0,1.0,0.0,1,MUJER,HOMBRE,1,no ha comprado,no coincide,no coincide,2896,0
BESTSELLERS,0,0,1.0,0.0,2,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,4059,0
BESTSELLERS,0,0,1.0,0.0,3,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,11,0
BESTSELLERS,0,0,1.0,0.0,4,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,21,0
BESTSELLERS,0,0,1.0,1.0,0,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,4127,0
BESTSELLERS,0,0,1.0,1.0,0,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,185,0
BESTSELLERS,0,0,1.0,1.0,1,MUJER,MIXTO,1,no ha comprado,no coincide,no coincide,11849,0
BESTSELLERS,0,0,1.0,1.0,2,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,3043,0
BESTSELLERS,0,0,1.0,1.0,3,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,9,0
BESTSELLERS,0,0,1.0,1.0,4,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,33,0
BESTSELLERS,0,1,0.0,0.0,0,HOMBRE,NS/NC,1,no ha comprado,no coincide,no coincide,2498,0
BESTSELLERS,0,1,0.0,0.0,0,HOMBRE,NS/NC,1,no ha comprado,no coincide,no coincide,170,0
BESTSELLERS,0,1,0.0,0.0,1,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,6514,0
BESTSELLERS,0,1,0.0,0.0,2,NS/NC,HOMBRE,1,no ha comprado,no coincide,no coincide,530,0
BESTSELLERS,0,1,0.0,0.0,3,NS/NC,NS/NC,0,no ha comprado,no coincide,no coincide,3,0
BESTSELLERS,0,1,0.0,0.0,4,NS/NC,NS/NC,0,no ha comprado,no coincide,no coincide,7,0
BESTSELLERS,0,1,0.0,1.0,0,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,1237,0
BESTSELLERS,0,1,0.0,1.0,0,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,64,0
BESTSELLERS,0,1,0.0,1.0,1,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,5197,0
BESTSELLERS,0,1,0.0,1.0,2,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,175,0
BESTSELLERS,0,1,0.0,1.0,3,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,3,0
BESTSELLERS,0,1,0.0,1.0,4,MUJER,MUJER,0,no ha comprado,no coincide,no coincide,7,0
BESTSELLERS,0,1,1.0,0.0,0,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,35,0
BESTSELLERS,0,1,1.0,0.0,0,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,2,0
BESTSELLERS,0,1,1.0,0.0,1,MUJER,HOMBRE,1,no ha comprado,no coincide,no coincide,37,0
BESTSELLERS,0,1,1.0,0.0,2,HOMBRE,HOMBRE,0,no ha comprado,no coincide,no coincide,173,0
BESTSELLERS,0,1,1.0,1.0,0,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,159,0
BESTSELLERS,0,1,1.0,1.0,0,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,6,0
BESTSELLERS,0,1,1.0,1.0,1,MUJER,MIXTO,1,no ha comprado,no coincide,no coincide,665,0
BESTSELLERS,0,1,1.0,1.0,2,MIXTO,MIXTO,0,no ha comprado,no coincide,no coincide,146,0
BESTSELLERS,2025-02-12,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,1,70.3822
BESTSELLERS,2025-02-12,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,140,11601.0394
BESTSELLERS,2025-02-12,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,2,264.2388
BESTSELLERS,2025-02-12,0,0.0,0.0,1,HOMBRE,MUJER,1,ha comprado,no coincide,no coincide,1,35.9800
BESTSELLERS,2025-02-12,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,8,404.9796
BESTSELLERS,2025-02-12,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,256,18613.4634
BESTSELLERS,2025-02-12,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,21,1325.2100
BESTSELLERS,2025-02-12,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,coincide,no coincide,1,12.8929
BESTSELLERS,2025-02-12,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,1,60.6059
BESTSELLERS,2025-02-12,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,4,166.7289
BESTSELLERS,2025-02-12,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,93,8250.1380
BESTSELLERS,2025-02-12,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,3,410.7122
BESTSELLERS,2025-02-12,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,22,924.2441
BESTSELLERS,2025-02-12,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,369,30901.5607
BESTSELLERS,2025-02-12,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,18,1618.1850
BESTSELLERS,2025-02-12,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,3,312.8300
BESTSELLERS,2025-02-12,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,3,335.0200
BESTSELLERS,2025-02-12,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,7,479.6300
BESTSELLERS,2025-02-12,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,2,49.3694
BESTSELLERS,2025-02-12,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,11,731.9031
BESTSELLERS,2025-02-12,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,2,80.5200
BESTSELLERS,2025-02-12,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,73,6337.9922
BESTSELLERS,2025-02-12,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,7,310.2800
BESTSELLERS,2025-02-12,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,35,3381.1898
BESTSELLERS,2025-02-12,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,1,77.2471
BESTSELLERS,2025-02-12,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,7,570.0276
BESTSELLERS,2025-02-12,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,52,4865.6279
BESTSELLERS,2025-02-12,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,2,148.1882
BESTSELLERS,2025-02-12,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,3,156.5400
BESTSELLERS,2025-02-12,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,72.7300
BESTSELLERS,2025-02-12,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,40,4659.2082
BESTSELLERS,2025-02-12,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,99.9500
BESTSELLERS,2025-02-12,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,18,1047.1638
BESTSELLERS,2025-02-12,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,148,15041.3396
BESTSELLERS,2025-02-12,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,118.1100
BESTSELLERS,2025-02-12,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,5,432.4500
BESTSELLERS,2025-02-12,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,62.9600
BESTSELLERS,2025-02-12,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,12,1168.5307
BESTSELLERS,2025-02-12,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,2,129.7332
BESTSELLERS,2025-02-12,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,24,2092.0612
BESTSELLERS,2025-02-12,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,154.3191
BESTSELLERS,2025-02-13,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,3,200.0385
BESTSELLERS,2025-02-13,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,109,10833.1733
BESTSELLERS,2025-02-13,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,8,821.3673
BESTSELLERS,2025-02-13,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,13,597.2246
BESTSELLERS,2025-02-13,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,236,18234.2806
BESTSELLERS,2025-02-13,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,2,72.9400
BESTSELLERS,2025-02-13,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,31,2517.5745
BESTSELLERS,2025-02-13,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,4,187.2349
BESTSELLERS,2025-02-13,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,101,9410.3160
BESTSELLERS,2025-02-13,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,20.9600
BESTSELLERS,2025-02-13,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,6,538.6670
BESTSELLERS,2025-02-13,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,20,1065.9799
BESTSELLERS,2025-02-13,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,338,28168.1315
BESTSELLERS,2025-02-13,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,45.5000
BESTSELLERS,2025-02-13,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,14,873.0600
BESTSELLERS,2025-02-13,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,59.5000
BESTSELLERS,2025-02-13,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,4,253.5700
BESTSELLERS,2025-02-13,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,3,141.0387
BESTSELLERS,2025-02-13,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,4,652.8035
BESTSELLERS,2025-02-13,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,3,212.3323
BESTSELLERS,2025-02-13,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,18,1306.7369
BESTSELLERS,2025-02-13,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,4,223.0133
BESTSELLERS,2025-02-13,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,62,6129.1565
BESTSELLERS,2025-02-13,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,19,1073.8428
BESTSELLERS,2025-02-13,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,10,616.9276
BESTSELLERS,2025-02-13,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,189.8300
BESTSELLERS,2025-02-13,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,30,2953.7993
BESTSELLERS,2025-02-13,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,6,397.7900
BESTSELLERS,2025-02-13,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,151.7010
BESTSELLERS,2025-02-13,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,13,1600.7677
BESTSELLERS,2025-02-13,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,99.9500
BESTSELLERS,2025-02-13,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,104.9100
BESTSELLERS,2025-02-13,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,5,301.2813
BESTSELLERS,2025-02-13,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,70,6467.9130
BESTSELLERS,2025-02-13,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,72.9600
BESTSELLERS,2025-02-13,1,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,74.5000
BESTSELLERS,2025-02-13,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,50.0333
BESTSELLERS,2025-02-13,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,166.8239
BESTSELLERS,2025-02-13,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,2,160.8402
BESTSELLERS,2025-02-13,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,13,1303.6298
BESTSELLERS,2025-02-13,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,7,431.9700
BESTSELLERS,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,3,74.2500
BESTSELLERS,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,297,26901.0576
BESTSELLERS,2025-02-14,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,12,863.2945
BESTSELLERS,2025-02-14,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,27,1408.8959
BESTSELLERS,2025-02-14,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,567,47942.3666
BESTSELLERS,2025-02-14,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,coincide,no coincide,5,147.8800
BESTSELLERS,2025-02-14,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,37,3368.1410
BESTSELLERS,2025-02-14,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,3,245.4308
BESTSELLERS,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,24,998.8969
BESTSELLERS,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,308,29581.4761
BESTSELLERS,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,5,151.4937
BESTSELLERS,2025-02-14,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,23,2456.7881
BESTSELLERS,2025-02-14,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,68,2689.1113
BESTSELLERS,2025-02-14,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1126,104353.4698
BESTSELLERS,2025-02-14,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,35,3762.0324
BESTSELLERS,2025-02-14,0,0.0,1.0,4,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,516.9470
BESTSELLERS,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,4,164.4100
BESTSELLERS,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,2,288.5500
BESTSELLERS,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,1,34.9700
BESTSELLERS,2025-02-14,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,132.9000
BESTSELLERS,2025-02-14,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,8,576.7300
BESTSELLERS,2025-02-14,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,5,214.3800
BESTSELLERS,2025-02-14,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,26,2535.3464
BESTSELLERS,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,58.3897
BESTSELLERS,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,48,4810.2624
BESTSELLERS,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,29.9700
BESTSELLERS,2025-02-14,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,6,885.0463
BESTSELLERS,2025-02-14,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,15,631.1422
BESTSELLERS,2025-02-14,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,222,21726.1259
BESTSELLERS,2025-02-14,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,5,147.0330
BESTSELLERS,2025-02-14,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,34,3107.9841
BESTSELLERS,2025-02-14,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,26,1932.1281
BESTSELLERS,2025-02-14,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,7,293.4200
BESTSELLERS,2025-02-14,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,68,4918.2591
BESTSELLERS,2025-02-14,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,1,39.9700
BESTSELLERS,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,6,276.1094
BESTSELLERS,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,50,4463.7049
BESTSELLERS,2025-02-14,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,205.4200
BESTSELLERS,2025-02-14,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,13,416.0341
BESTSELLERS,2025-02-14,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,197,17515.4381
BESTSELLERS,2025-02-14,1,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,6,680.7153
BESTSELLERS,2025-02-14,1,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,1,31.4900
BESTSELLERS,2025-02-14,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,1,29.9700
BESTSELLERS,2025-02-14,1,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,6,463.1675
BESTSELLERS,2025-02-14,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,55.2250
BESTSELLERS,2025-02-14,1,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,7,623.5222
BESTSELLERS,2025-02-14,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,4,177.9331
BESTSELLERS,2025-02-14,1,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,51,4185.3489
BESTSELLERS,2025-02-14,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,56.6000
BESTSELLERS,2025-02-14,1,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,10,810.1100
BESTSELLERS,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,coincide,no coincide,4,222.9429
BESTSELLERS,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,268,24995.5561
BESTSELLERS,2025-02-15,0,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,10,1047.6600
BESTSELLERS,2025-02-15,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,20,894.5914
BESTSELLERS,2025-02-15,0,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,513,48394.3819
BESTSELLERS,2025-02-15,0,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,40,3320.8110
BESTSELLERS,2025-02-15,0,0.0,0.0,3,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,2,346.3029
BESTSELLERS,2025-02-15,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,coincide,no coincide,1,59.9400
BESTSELLERS,2025-02-15,0,0.0,0.0,4,NS/NC,NS/NC,0,ha comprado,no coincide,no coincide,1,64.0205
BESTSELLERS,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,9,276.3033
BESTSELLERS,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,245,24862.0666
BESTSELLERS,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,268.6016
BESTSELLERS,2025-02-15,0,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,12,2416.0068
BESTSELLERS,2025-02-15,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,58,2954.7690
BESTSELLERS,2025-02-15,0,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,953,85192.9098
BESTSELLERS,2025-02-15,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,coincide,no coincide,3,151.7100
BESTSELLERS,2025-02-15,0,0.0,1.0,2,MUJER,MUJER,0,ha comprado,no coincide,no coincide,34,3145.0528
BESTSELLERS,2025-02-15,0,0.0,1.0,3,MUJER,MUJER,0,ha comprado,no coincide,no coincide,1,77.7800
BESTSELLERS,2025-02-15,0,0.0,1.0,4,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,44.9700
BESTSELLERS,2025-02-15,0,0.0,1.0,4,MUJER,MUJER,0,ha comprado,no coincide,no coincide,3,139.9938
BESTSELLERS,2025-02-15,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,2,97.1900
BESTSELLERS,2025-02-15,0,1.0,0.0,0,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,7,798.2070
BESTSELLERS,2025-02-15,0,1.0,0.0,1,MUJER,HOMBRE,1,ha comprado,no coincide,no coincide,7,751.6767
BESTSELLERS,2025-02-15,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,coincide,no coincide,4,204.3800
BESTSELLERS,2025-02-15,0,1.0,0.0,2,HOMBRE,HOMBRE,0,ha comprado,no coincide,no coincide,17,1394.5437
BESTSELLERS,2025-02-15,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,10.4900
BESTSELLERS,2025-02-15,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,37,4050.5277
BESTSELLERS,2025-02-15,0,1.0,1.0,0,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,2,175.3100
BESTSELLERS,2025-02-15,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,coincide,no coincide,12,429.6000
BESTSELLERS,2025-02-15,0,1.0,1.0,1,MUJER,MIXTO,1,ha comprado,no coincide,no coincide,196,19083.2690
BESTSELLERS,2025-02-15,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,coincide,no coincide,1,49.9400
BESTSELLERS,2025-02-15,0,1.0,1.0,2,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,31,3107.8422
BESTSELLERS,2025-02-15,0,1.0,1.0,3,MIXTO,MIXTO,0,ha comprado,no coincide,no coincide,1,49.9800
BESTSELLERS,2025-02-15,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,19,1990.8443
BESTSELLERS,2025-02-15,1,0.0,0.0,0,HOMBRE,NS/NC,1,ha comprado,no coincide,no coincide,1,94.9400
BESTSELLERS,2025-02-15,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,2,206.4982
BESTSELLERS,2025-02-15,1,0.0,0.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,36,3343.8968
BESTSELLERS,2025-02-15,1,0.0,0.0,2,NS/NC,HOMBRE,1,ha comprado,no coincide,no coincide,2,254.9900
BESTSELLERS,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,coincide,no coincide,1,94.2406
BESTSELLERS,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,24,2483.0596
BESTSELLERS,2025-02-15,1,0.0,1.0,0,MUJER,MUJER,0,ha comprado,no coincide,no coincide,2,83.0800
BESTSELLERS,2025-02-15,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,coincide,no coincide,8,368.5700
BESTSELLERS,2025-02-15,1,0.0,1.0,1,MUJER,MUJER,0,ha comprado,no coincide,no coincide,143,13304.9580
